Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1599916523295866880,gossippara452,2022-12-05 23:59:58+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916521685487616,AmorMicchi,2022-12-05 23:59:58+00:00,7,Antonella dice fatevi un bagno di umiltà e passatevi la mano nella coscienza  Falsità olio sul tela  gfvip  incorvassi  nikiters ,#gfvip#incorvassi#nikiters,3,0.0,
1599916512412041216,commentocose__,2022-12-05 23:59:56+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916511099228162,_OnlyReason_,2022-12-05 23:59:55+00:00,20,"Antonella:""Siete belle solo fuori ed è inutile che vi truccate tanto esce tutto fuori""Micol:""Ah si è tu sicuramente sei bella dentro""Giaele:""Tu stai sempre truccata, guarda te""Sto volando  GFvip  incorvassi  gioiellers",#GFvip#incorvassi#gioiellers,3,0.0,
1599916503604006912,SerenaMarano6,2022-12-05 23:59:54+00:00,5,"Anto noi ti abbiamo capita ,abbiamo visto i tuoi sforzi nel cercare di migliorare ,vediamo quando ami e vuoi bene davvero ,come dai te stessa ,tanto in amore quanto in amicizia e ti amiamo così come sei ❤️ gfvip    Donnalisi ",#gfvip#Donnalisi,3,0.0,
1599916499270979584,Annalis55976880,2022-12-05 23:59:53+00:00,6,MA VI RENDETE CONTO CHE AVREMO GINTONIC E INCORVASSI INSIEME PER UNA SETTIMANA IN CASA? MA SOPRATTUTTO AVREMO L'AMICIZIA TRA MICOL E GINEVRA  gfvip  gintonic  incorvassi ,#gfvip#gintonic#incorvassi,3,0.0,
1599916498197180416,Michela99565428,2022-12-05 23:59:52+00:00,10,Lo sguardo di chi sta guardando la propria Furia Veneta.Il sorriso di chi capisce che sta andando in onda in diretta nazionale.FURIA VENETA WORLD DOMINATION STARTED GFvip  danieledalmoro  denzzzers  nikiters  salottiners  incorvassi ,#GFvip#danieledalmoro#denzzzers#nikiters#salottiners#incorvassi,2,-0.2342,
1599916495118557184,ehyselenagomez,2022-12-05 23:59:52+00:00,122,"Giaele: “Io non me la prendo per le nomination ne ho superate tante, non sono Antonella che chiude le amicizie per le nomination”LA CAZZO DI BASTARDA MILIARDARIA CHE CI PIACE VEDERE   gfvip  incorvassi ",#gfvip#incorvassi,3,0.0,Antonella
1599916485228769281,alexxxandra35,2022-12-05 23:59:49+00:00,1,Il GF ha deciso di fare uscire Charlie Lo nomineranno tutti e non ha l'immunità 😁 gfvip  donnalisi  donnacrisi  gfvip7  GrandeFratelloVip  gintonic  incorvassi  nikiters  gioiellers,#gfvip#donnalisi#donnacrisi#gfvip7#GrandeFratelloVip#gintonic#incorvassi#nikiters#gioiellers,5,0.7783,Charlie
1599916482368253953,ashtangaaa,2022-12-05 23:59:49+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916481504251904,PGaruffi,2022-12-05 23:59:48+00:00,1,"Ma poi perché la litigata dei tontolisi di stanotte non è stata fatta vedere? Antonella ha creato il devasto, stavano per scoppiare come coppia e invece nulla, per preservare questa coppia inutile non si fa vedere nulla, grandi  GrandeFratelloVip  gfvip  incorvassi",#GrandeFratelloVip#gfvip#incorvassi,4,0.34,Antonella
1599916470867066880,ValentinaCozz12,2022-12-05 23:59:46+00:00,3,Charlie ha rotto il cazzo per una settimana con uno scherzo ma non ha avuto la clip  gfvip  incorvassi ,#gfvip#incorvassi,5,0.5859,Charlie
1599916469143248896,SerenaMarano6,2022-12-05 23:59:45+00:00,4,Volete capire che non è un questione di chi dice più cattiverie? È una questione di coerenza cazzo. Se tu fino a ieri facevi la santa in puntata e ti prendi gli applausi per essere “solidale con le donne” e poi ne dici di ogni senza microfoni c’è un problema.  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1599916466043850753,AnnaRit55046506,2022-12-05 23:59:45+00:00,0,Tre giorni a romperci su questo cavolo di gioco e poi non ne parlano..geni propri !  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1599916465179590656,fera_daniela,2022-12-05 23:59:44+00:00,0,Come mai la storia del dolcificante non l hanno fatta vedere... Perché il vostro.  Antonino passerebbe per la persona vile che è... Ques gf è di Antonino ma a noi fa schifo  nikiters  CIUPITA  drojette  ThePisis  gfvip   ,#Antonino#nikiters#CIUPITA#drojette#ThePisis#gfvip,2,-0.2732,Antonino
1599916451703332865,notinmood131,2022-12-05 23:59:41+00:00,0,  Non mi sorprenderei se non potesse farlo perché le è stato detto dagli autori  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,
1599916449656877056,RaffyComics,2022-12-05 23:59:41+00:00,1,"Smigol vorrebbe tanto prendere il posto di Antonella, ma Edoardo non ti vuole si è innamorato di antonella e vuole un futuro con Antonella  donnalisi  GFvip",#donnalisi#GFvip,3,0.0,Antonella
1599916443830665216,_JUVale_,2022-12-05 23:59:39+00:00,15,"Nikita ""facciamo il ballo delle meduse dai!""sarah ""ma no fiche dai!""Niki ""ok"" ma se balli seria  non ce n'è per nessuna, l'han voluto loro 😎🔥  gfvip  nikiters ",#gfvip#nikiters,2,-0.2924,
1599916429498728448,_OnlyReason_,2022-12-05 23:59:36+00:00,14,MAMMA MIA MICOL E GIALE CALPESTATEMI  GFVIP  GIOIELLERS  incorvassi ,#GFVIP#GIOIELLERS#incorvassi,2,-0.4466,Micol
1599916425958891521,je_suis_jeru,2022-12-05 23:59:35+00:00,1,"Forse, forseeee finalmente c'e lo leviamo dai coglioni Charlie  gfvip  incorvassi",#gfvip#incorvassi,3,0.0,Charlie
1599916420770447362,vanerusso01,2022-12-05 23:59:34+00:00,31,"a noi piaci come sei , sei sincera e sei vera,sei così come sei.ti vogliamo così.🫶🏻  donnalisi  Gfvip ",#donnalisi#Gfvip,3,0.0,
1599916420178903040,zayinwonderland,2022-12-05 23:59:34+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916419830857729,marghepsy,2022-12-05 23:59:34+00:00,1,Posso dire che le  gintonic a forza di dire Ginevra dentro c'è l'hanno fatta 👏🏻 complimenti per la perseveranza gfvip  nikiters  incorvassi,#gintonic#gfvip#nikiters#incorvassi,1,-0.7184,
1599916411622547456,Camilla31281064,2022-12-05 23:59:32+00:00,0,certo che non sfugge nulla haha sono 4 gg che ne parlano  donnalisi  gfvip,#donnalisi#gfvip,5,0.6369,
1599916410737594368,SailorSerenity3,2022-12-05 23:59:31+00:00,53,"“Non dire che siamo false perchè sei la prima” “E no, non mi vergogno, perché non ne ho niente da vergognarmi”“Ci hai dato delle “senza cervello” per un gioco” LA FOTTUTA MILIARDARIA,IO TI FACCIO VINCERE  gfvip  incorvassi",#gfvip#incorvassi,2,-0.4588,
1599916410146553857,halohalohalo51,2022-12-05 23:59:31+00:00,0,LUCA DI NUOVO SALVO  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1599916403762823168,AnnaVdovychenk1,2022-12-05 23:59:30+00:00,2,Forse la delusione di Anto con M sta alla delusione di Edo con Nino ... Non vorrei fare un paragone azzardato ma entrambi si stavano avvicinando ai loro antagonisti e ne sono rimasti delusi donnalisi  gfvip  ,#donnalisi#gfvip,3,0.0,
1599916399912443904,AFeverati,2022-12-05 23:59:29+00:00,0,Io che attendo la prossima sgravata di Antonella  gfvip   incorvassi ,#gfvip#incorvassi,3,0.0,Antonella
1599916397970477056,lamazzadiilhan,2022-12-05 23:59:28+00:00,6,MA VI RENDETE CONTO CHE AVREMO GINTONIC E INCORVASSI INSIEME PER UNA SETTIMANA IN CASA? MA SOPRATTUTTO AVREMO L'AMICIZIA TRA MICOL E GINEVRA  gfvip  gintonic  incorvassi ,#gfvip#gintonic#incorvassi,3,0.0,
1599916392114970629,MARIKA94152025,2022-12-05 23:59:27+00:00,64,"Antonella: ""E' inutile che vi truccate perché rimanete cattive dentro""Giaele: ""Parli con una che sta struccata tutto il giorno, caschi male cara mia""MIO DIO GIAELE🔥🔥🔥🔥🔥🔥 gfvip  incorvassi",#gfvip#incorvassi,1,-0.9081,
1599916385244573696,tonyspillo,2022-12-05 23:59:25+00:00,1,Ma luciano?  gfvip  gfvip7  GFVIPParty  nikiters  donnalisi  teamtavassi  incorvassi ,#gfvip#gfvip7#GFVIPParty#nikiters#donnalisi#teamtavassi#incorvassi,3,0.0,
1599916377841684480,LetiziaBertacc1,2022-12-05 23:59:24+00:00,0,  A ridicoliiiii e tutto quello che ha detto Antonella su Micol?? Vergognatevi  incorvassi  gfvip,#incorvassi#gfvip,4,0.4137,Antonella;Micol
1599916377644490752,99wo0,2022-12-05 23:59:24+00:00,78,"G:""Non parli dietro e oggi parlavi di me? Perchè non rispondi?Io ti ho detto le cose che penso su di te e sono le provocazioni che mi hai fatto da venti giorni""LA CAZZO DI MILIARDARIA ON FIRE🔥🔥 incorvassi  Gfvip ",#incorvassi#Gfvip,1,-0.807,
1599916376499851265,Catia_twit,2022-12-05 23:59:23+00:00,290,"Adesso far passare Antonella come la vittima insultata da Micol, quando lei ne ha dette di ogni su quest'ultima e non hanno mai mandato niente in onda io non ci sto. Tutto questo è veramente imbarazzante.  gfvip  incorvassi ",#gfvip#incorvassi,4,0.34,Antonella;Micol
1599916366274125824,donnalisi__,2022-12-05 23:59:21+00:00,2,Anto non si è mai sbagliata sulle persone  donnalisi  gfvip ,#donnalisi#gfvip,3,0.0,
1599916357449121792,RaffyComics,2022-12-05 23:59:19+00:00,1,E micol continua ad essere falsa…cara mia il video è di due giorni fa non di 15 gg…pessima  gfvip  donnalisi,#gfvip#donnalisi,2,-0.296,
1599916354504491009,blooming_chiara,2022-12-05 23:59:18+00:00,0," gfvip Praticamente Ginnylambo ha fatto quasi 3 mesi di programma, sempre al centro di dinamiche, sempre interpellata e pure sponsorizzata, ma con la comodità di starsene a casa sua per 2 mesi.E torna torna in casa.  nikiters  incorvassi  gioiellers ",#gfvip#nikiters#incorvassi#gioiellers,4,0.34,
1599916353099427840,IoPessima,2022-12-05 23:59:18+00:00,14,MAMMA MIA MICOL E GIALE CALPESTATEMI  GFVIP  GIOIELLERS  incorvassi ,#GFVIP#GIOIELLERS#incorvassi,2,-0.4466,Micol
1599916351841525760,Klaire42155244,2022-12-05 23:59:17+00:00,0,Donna Francisca PIANGE gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1599916343494868992,Michela99565428,2022-12-05 23:59:15+00:00,19,"LA FURIA VENETA IN DIRETTA NAZIONALE CHE SBROCCA PER IL TRENINOGRAZIE  GFVIPDaniele, darling MI SPEZZI danieledalmoro  denzzzers  nikiters  salottiners  incorvassi ","#GFVIPDaniele,#danieledalmoro#denzzzers#nikiters#salottiners#incorvassi",5,0.5859,Daniele
1599916343150936065,GrassoSantina,2022-12-05 23:59:15+00:00,53,"“Non dire che siamo false perchè sei la prima” “E no, non mi vergogno, perché non ne ho niente da vergognarmi”“Ci hai dato delle “senza cervello” per un gioco” LA FOTTUTA MILIARDARIA,IO TI FACCIO VINCERE  gfvip  incorvassi",#gfvip#incorvassi,2,-0.4588,
1599916341821054977,Alessia71702475,2022-12-05 23:59:15+00:00,7,Antonella dice fatevi un bagno di umiltà e passatevi la mano nella coscienza  Falsità olio sul tela  gfvip  incorvassi  nikiters ,#gfvip#incorvassi#nikiters,3,0.0,
1599916333059407872,EmanuelaBalist1,2022-12-05 23:59:13+00:00,0, Toppato se non si conosce il significato ma avere dei limiti non significa quello che loro volevano far capire e l’ha anche spiegato e non ci voleva tanto per capirlo  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,
1599916328068026369,Catia_twit,2022-12-05 23:59:12+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916327853903872,Michela99565428,2022-12-05 23:59:12+00:00,560,“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” MA LA SENTITEEEEEEE GOOOO GIAELE GOOOO  GFVIP  gioiellers   incorvassi ,#GFVIP#gioiellers#incorvassi,1,-0.6369,
1599916325438103553,Paola6629523489,2022-12-05 23:59:11+00:00,19,"Pensate essere gli autori del gf, far passare tutte le cessate dette da Antonella e invece farne vedere una  detta da micol. GFvip  incorvassi ",#GFvip#incorvassi,3,0.0,Antonella
1599916322783125505,martypignanelli,2022-12-05 23:59:11+00:00,0,"non so se mi fa più pena la lambofalsa che è una morta di fama, o alfonso signorini che vive di preferenze  gfvip  incorvassi  donnalisi",#gfvip#incorvassi#donnalisi,3,0.0,
1599916321415860225,akissbeforealie,2022-12-05 23:59:10+00:00,290,"Adesso far passare Antonella come la vittima insultata da Micol, quando lei ne ha dette di ogni su quest'ultima e non hanno mai mandato niente in onda io non ci sto. Tutto questo è veramente imbarazzante.  gfvip  incorvassi ",#gfvip#incorvassi,4,0.34,Antonella;Micol
1599916316692914177,socialanxiety36,2022-12-05 23:59:09+00:00,78,"G:""Non parli dietro e oggi parlavi di me? Perchè non rispondi?Io ti ho detto le cose che penso su di te e sono le provocazioni che mi hai fatto da venti giorni""LA CAZZO DI MILIARDARIA ON FIRE🔥🔥 incorvassi  Gfvip ",#incorvassi#Gfvip,1,-0.807,
1599916316521299968,Rosa92851849,2022-12-05 23:59:09+00:00,1,Ma stanno vedendo una ragazza piangere e giaele continuava oh meno  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1599916313387810817,MARIKA94152025,2022-12-05 23:59:08+00:00,78,"G:""Non parli dietro e oggi parlavi di me? Perchè non rispondi?Io ti ho detto le cose che penso su di te e sono le provocazioni che mi hai fatto da venti giorni""LA CAZZO DI MILIARDARIA ON FIRE🔥🔥 incorvassi  Gfvip ",#incorvassi#Gfvip,1,-0.807,
1599916312398299136,asrmyheart,2022-12-05 23:59:08+00:00,33,"Giaele: -“Quindi non parlarmi di essere falsa e di dire le cose alle spalle che sei la prima punto e stop.E no non mi vergogno perché non ho niente da vergognarmi” LA BASTARDONA DELLA MILIARDARIA, MI INCHINO🧎🏻‍♀️ gfvip  nikiters  incorvassi  gioiellers ",#gfvip#nikiters#incorvassi#gioiellers,1,-0.6369,
1599916307968827397,Sabina57269535,2022-12-05 23:59:07+00:00,125,"""Ci hai dato del senza cervello per un gioco""LA MILIARDARIA ASFALTANDO QUELLA FALSA DI ANTONELLA ✈️✈️✈️✈️ gfvip  incorvassi",#gfvip#incorvassi,3,0.0,Antonella
1599916298602881024,saralattanzio58,2022-12-05 23:59:05+00:00,5,Questo atteggiamento di altezzosità di Micol e Giaele anziché riconoscere lo sbaglio io non lo sopporto proprio   gfvip donnalisi,#gfvip#donnalisi,3,0.0,Micol;Giaele
1599916291078356995,MangelaVilo,2022-12-05 23:59:03+00:00,0,Nomineranno George e Daniele in modo che uno dei due esca  gfvip  nikiters,#gfvip#nikiters,3,0.0,George;Daniele
1599916286334865410,AneMiavb,2022-12-05 23:59:02+00:00,0,DOVE STA TAYLOR MEGA PORCO DUEEEE  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,
1599916284279341056,ovunquetusiaaa,2022-12-05 23:59:01+00:00,0,IO SO GIÀ CHE L’IRA VENETA ANDRÀ IN NOMINATION VI PREGO SALVIAMO QUESTO BASTARDO🙏🏻🙏🏻🙏🏻  incorvassi  gfvip ,#incorvassi#gfvip,3,0.0,
1599916277455548416,Michela99565428,2022-12-05 23:59:00+00:00,26,LA FOTTUTA MILIARDARIA  GFvip  incorvassi ,#GFvip#incorvassi,3,0.0,
1599916273046913024,nina_massaro,2022-12-05 23:58:59+00:00,64,"Antonella: ""E' inutile che vi truccate perché rimanete cattive dentro""Giaele: ""Parli con una che sta struccata tutto il giorno, caschi male cara mia""MIO DIO GIAELE🔥🔥🔥🔥🔥🔥 gfvip  incorvassi",#gfvip#incorvassi,1,-0.9081,
1599916271487045632,Teta92057388,2022-12-05 23:58:58+00:00,0,Oddio ci liberiamo del rattooooo  incorvassi   gfvip,#incorvassi#gfvip,3,0.0,
1599916271289729024,gossippara452,2022-12-05 23:58:58+00:00,0,"Comunque l'unico modo per non dare modo a Antonella di fare su questa cosa la storia della vittima è non parlarle proprio. Micol,Giale, tranquille che noi vediamo e sappiamo. incorvassi  gfvip",#incorvassi#gfvip,3,0.0,Antonella
1599916270170050560,vanerusso01,2022-12-05 23:58:58+00:00,10,Mi dispiace che anche davanti ad una frase come quella di Micol voi insultiate Antonella.In quella casa TUTTI dicono cattiverie ma davanti a frasi simili li difendiamo sempre perché sono oggettivamente brutte. La stesa Micol ha chiesto scusa perché consapevole donnalisi  GFvip,#donnalisi#GFvip,4,0.34,Antonella;Micol
1599916265224577025,angelacaput0,2022-12-05 23:58:57+00:00,78,"G:""Non parli dietro e oggi parlavi di me? Perchè non rispondi?Io ti ho detto le cose che penso su di te e sono le provocazioni che mi hai fatto da venti giorni""LA CAZZO DI MILIARDARIA ON FIRE🔥🔥 incorvassi  Gfvip ",#incorvassi#Gfvip,1,-0.807,
1599916257981394944,RaffyComics,2022-12-05 23:58:55+00:00,1,Micol pure bugiarda il video  è di 2 giorni fa!! Basta falsità  Gfvip  donnalisi  ,#Gfvip#donnalisi,3,0.0,
1599916248804261888,notinmood131,2022-12-05 23:58:53+00:00,1,"Ma poi perché la litigata dei tontolisi di stanotte non è stata fatta vedere? Antonella ha creato il devasto, stavano per scoppiare come coppia e invece nulla, per preservare questa coppia inutile non si fa vedere nulla, grandi  GrandeFratelloVip  gfvip  incorvassi",#GrandeFratelloVip#gfvip#incorvassi,4,0.34,Antonella
1599916246887108608,asrmyheart,2022-12-05 23:58:52+00:00,35,Io non smetterò mai di ribadire questo concetto fino alla fine dei miei giorni  incorvassi  salottiners  gioiellers  giacol  gfvip ,#incorvassi#salottiners#gioiellers#giacol#gfvip,4,0.2023,
1599916245024837632,Ros68899676,2022-12-05 23:58:52+00:00,2,Ma quanto è protetto  antonino? Pure immune????  gfvip,#antonino?#gfvip,4,0.4871,
1599916231749795840,Klaire42155244,2022-12-05 23:58:49+00:00,2,Io pregando che Giulia mostri il tweet con tutte le volte che Antonella critica e offende Micol alle sue spalle.  incorvassi  GFvip ,#incorvassi#GFvip,3,0.0,Antonella
1599916231108497408,RaffyComics,2022-12-05 23:58:49+00:00,2,ho sempre criticato alberto però devo ammettere che stasera è davvero carino con anto🫶🏻  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1599916222275108864,Paola6629523489,2022-12-05 23:58:47+00:00,20,"Antonella:""Siete belle solo fuori ed è inutile che vi truccate tanto esce tutto fuori""Micol:""Ah si è tu sicuramente sei bella dentro""Giaele:""Tu stai sempre truccata, guarda te""Sto volando  GFvip  incorvassi  gioiellers",#GFvip#incorvassi#gioiellers,3,0.0,
1599916218026426369,_giogioooooo_,2022-12-05 23:58:46+00:00,78,"G:""Non parli dietro e oggi parlavi di me? Perchè non rispondi?Io ti ho detto le cose che penso su di te e sono le provocazioni che mi hai fatto da venti giorni""LA CAZZO DI MILIARDARIA ON FIRE🔥🔥 incorvassi  Gfvip ",#incorvassi#Gfvip,1,-0.807,
