Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1602090851655716864,LittleEmme01,2022-12-11 23:59:59+00:00,15,CHE INCIUCIONI MI SENTO MALE GFVIP  Donnalisi ,#GFVIP#Donnalisi,3,0.0,
1602090849252278278,TZSOFOAZ,2022-12-11 23:59:58+00:00,240,"Daniele a Sarah: “A me non piace come parli, non capisco un cazzo quando parli”E PER PIACERE STO MALISSIMO gfvip  incorvassi ",#gfvip#incorvassi,3,0.0,Daniele;Sarah
1602090845389611008,MartaDoria10,2022-12-11 23:59:57+00:00,0,Questo post é stupendo mi ha emozionata tantissimo 🥹🥹❤️ incorvassi  GFvip ,#incorvassi#GFvip,4,0.34,
1602090840993800195,MariannaTorto11,2022-12-11 23:59:56+00:00,3,Oggettivamente penso che tra Nikita e LucaO non possa funzionare… spero che lei riesca a staccarsi e che possano viversi da amici (anche se da parte di lui la vedo dura). Detto questo non smetterò di supportarla  nikiters  gfvip,#nikiters#gfvip,3,0.0,Nikita
1602090838628225027,ccaamile,2022-12-11 23:59:55+00:00,30,"GIAELE CHE APRE LA FINESTRA DEL VAN PER SPIARE TAVASSI E MICOL STANOTTE IO MI SENTO MALE, LA MILIARDARIA HA DETTO START WORK 😭 gfvip  incorvassi ",#gfvip#incorvassi,3,0.0085,
1602090829597876229,DanieleNikita,2022-12-11 23:59:53+00:00,1,"Comunque io Daniele lo starei ad ascoltare per ore, perché empatizzo proprio con lui, sento proprio il suo dolore, che mi sembra molto profondo.  Denzzzers  gfvip  nikiters  gintonic",#Denzzzers#gfvip#nikiters#gintonic,3,0.0,Daniele
1602090828503171072,VSangiuls,2022-12-11 23:59:53+00:00,293,“La tua felicità diminuisce senza di lui? SI.” ❤️‍🩹  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1602090804071497729,FabioAnnicchiar,2022-12-11 23:59:47+00:00,2,Ditemi che Mic non dorme vero?  gfvip  incorvassi,#gfvip#incorvassi,3,0.0,
1602090779262029825,vanerusso01,2022-12-11 23:59:41+00:00,7,"Gf hai sbagliato i gossippari.Dovevate scegliere loro due, nel giro di un’ora hanno avuto più aggiornamenti loro due che Giaele e Alberto😂   donnalisi  gfvip ",#donnalisi#gfvip,4,0.4404,Giaele
1602090756654628865,ElisabettaScog3,2022-12-11 23:59:36+00:00,15,CHE INCIUCIONI MI SENTO MALE GFVIP  Donnalisi ,#GFVIP#Donnalisi,3,0.0,
1602090756285632514,giohst,2022-12-11 23:59:36+00:00,2,Alfonsohai sbagliato tutto I due veri inciucioni della casa sono Antonella e EdoardoLi amo😂😂😂  donnalisi  GFVIP ,#donnalisi#GFVIP,5,0.8271,Antonella
1602090752779091969,MartinaAlunni29,2022-12-11 23:59:35+00:00,7,"Gf hai sbagliato i gossippari.Dovevate scegliere loro due, nel giro di un’ora hanno avuto più aggiornamenti loro due che Giaele e Alberto😂   donnalisi  gfvip ",#donnalisi#gfvip,4,0.4404,Giaele
1602090746626064385,rimrim83867494,2022-12-11 23:59:34+00:00,4, gfvipMA un aereo tipoLUCA 6 UN MANIPOLATORE   NIKITERS nikiters,#gfvipMA##nikiters,3,0.0,
1602090728125239296,justdonnalisi,2022-12-11 23:59:29+00:00,11,Sempre così ❤️ Donnalisi  GFVIP ,#Donnalisi#GFVIP,3,0.0,
1602090726426554368,Elisabe82157594,2022-12-11 23:59:29+00:00,4, gfvipMA un aereo tipoLUCA 6 UN MANIPOLATORE   NIKITERS nikiters,#gfvipMA##nikiters,3,0.0,
1602090718654337025,micolbigbrother,2022-12-11 23:59:27+00:00,293,“La tua felicità diminuisce senza di lui? SI.” ❤️‍🩹  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1602090702586146817,TZSOFOAZ,2022-12-11 23:59:23+00:00,146,daniele parla in modo normale e sarah che dice “si ma stai calmo”se chiedete x me surreale  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,Sarah
1602090692800663552,fra_sandra29,2022-12-11 23:59:21+00:00,2,Ditemi che Mic non dorme vero?  gfvip  incorvassi,#gfvip#incorvassi,3,0.0,
1602090671829049344,vanerusso01,2022-12-11 23:59:16+00:00,1,Anto che difende Edo che non è stato chiamato a giocare a poker ✈️  gfvip  drojette  donnalisi,#gfvip#drojette#donnalisi,3,0.0,
1602090664795275265,Sandy___8,2022-12-11 23:59:14+00:00,1,"""Perché non sei nel van tu?""""E' successo qualcosa? Un bacio c'è stato? ...Qualche movimento strano?""L'interrogatorio di Antonella e EdoD a Micol 💀 incorvassi  gfvip ",#incorvassi#gfvip,3,0.0,Antonella;Micol
1602090641697259521,nikitaabasso,2022-12-11 23:59:09+00:00,293,“La tua felicità diminuisce senza di lui? SI.” ❤️‍🩹  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1602090640556408833,MartinaAlunni29,2022-12-11 23:59:08+00:00,11,Sempre così ❤️ Donnalisi  GFVIP ,#Donnalisi#GFVIP,3,0.0,
1602090637007912960,nooneisme109,2022-12-11 23:59:07+00:00,31,"Oriana : ‘con chi ti sfogavi quando stavi male’ Daniele ‘nessuno, con me stesso, quando sei solo per molto tempo, impari a bastarti’NON DOVETE TOCCARMI IL DARLING MAI.  gfvip  Denzzzers  nikiters  gintonic  incorvassi ",#gfvip#Denzzzers#nikiters#gintonic#incorvassi,5,0.6739,Oriana;Daniele
1602090624114741250,curatolo_lucia,2022-12-11 23:59:04+00:00,2,Ditemi che Mic non dorme vero?  gfvip  incorvassi,#gfvip#incorvassi,3,0.0,
1602090614149070848,alessan07670205,2022-12-11 23:59:02+00:00,0,"Ma poi ""La persona che mi piace mi viene tolta improvvisamente""..ma.che significa...mahh.. nikiters  gfvip",#nikiters#gfvip,3,0.0,
1602090603499687937,daymelloreal7,2022-12-11 23:58:59+00:00,4,"Giaele:allora io vado a struccarmi Poi vado a fare un altra cosa e tengo d occhio lei,tu tieni d occhio tavassi che non esca dal cortilettoAlberto:io mi addormento su sto divano ALBI GIÀ PIENO COLMO DI STA CAGATA DI MISSIONE DELL ELFO 🤣🤣🤣✈️✈️ gfvip  thepisis  donnalisi ",#gfvip#thepisis#donnalisi,5,0.8625,
