Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1598104581745283072,MartinaParise6,2022-11-30 23:59:58+00:00,1,io un po' Nikita la capisco perché quando si prende una sbandata così forte è difficile ragionare con lucidità sulle cose. GFVip  nikiters,#GFVip#nikiters,3,0.0,Nikita
1598104528045608960,Gio55981465,2022-11-30 23:59:45+00:00,7,"Patrizia:” Nikita pulisce sempre, anche quando non è il suo turno…lei pulisce il bagno, la zona trucco, tutto da sola”Patrizia l’unica che lo nota e lo riconosce!  gfvip  nikiters",#gfvip#nikiters,3,0.0,Patrizia;Nikita
1598104501575356416,de2728,2022-11-30 23:59:39+00:00,0,"Raga mettetevi in testa che Edo a Dani vuole bene ,è rimasto ferito,  per carità, ma 50 giorni non si cancellano e in 50 giorni ,Daniele è stato il suo “best” . Non si cancella tutto e poi è stato Dani ad avvicinarsi perché gli manca il suo amico   donnalisi  gfvip",#donnalisi#gfvip,3,0.0,Daniele
1598104497326534656,Gio55981465,2022-11-30 23:59:38+00:00,1,"Onestino si sta comportando come un Antonino qualsiasi. Non è mai chiaro del tutto. Lei gli ha detto che vuole sapere se gli interessa, e lui risponde “beh noi ci troviamo bene scherziamo ridiamo” AMO TI HA CHIESTO SE GLI INTERESSI, BASTA RISPONDERE SI O NO gfvip  nikiters",#gfvip#nikiters,4,0.3818,Antonino
1598104466339004417,youareporacci,2022-11-30 23:59:30+00:00,10,"Io auguro a questo ragazzo davvero tutte le cose belle che ci possano essere in questo mondo. Lui è un diamante, raro e prezioso.❤️‍🩹 donnalisi  gfvip ",#donnalisi#gfvip,3,0.0,
1598104443278733312,BerAliona,2022-11-30 23:59:25+00:00,5,"Almeno sappiamo che Nikita è vera e non finge, è palesemente sotto mille treni e in confusione visto che lui è molto ambiguo! Vorrei desse il palo così lei torna la Nikita di prima  gfvip  nikiters",#gfvip#nikiters,3,0.0,Nikita
1598104422424330240,yangct_,2022-11-30 23:59:20+00:00,2,lui non ce la fa più 💀💀💀 gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1598104403177013248,Gio55981465,2022-11-30 23:59:15+00:00,4,Per me onestini dovrebbe dirle a Nikita le cose chiare e tonde che non è interessato non illuderla punto lo dico per il bene di Nikita non vorrei mai vederla soffrire  gfvip  nikiters,#gfvip#nikiters,3,0.0,Nikita
1598104362722938880,rosalbarosa96,2022-11-30 23:59:06+00:00,1,Uno dei momenti più alti della litigata in piscina: Edoardo che tira un pugno (penso alla porta) E Antonella: MA CHI SEI ROCKY??? Edoardo Rocky Donnamaria nuovo personaggio sbloccato 😂😂😂 gfvip  donnalisi,#gfvip#donnalisi,5,0.8496,Edoardo Donnamaria
1598104345824096256,Suffo89,2022-11-30 23:59:02+00:00,1,Tavassi sta chiuso in camera di Luca Charlie etc… si sarà rotto le scatole di correre dietro come pensavo “ma dove sono tutti?” (Cit)… possiamo tornare a dormire a orari decenti per qualche giorno secondo me.  INCORVASSI  GFvip,#INCORVASSI#GFvip,3,0.0,Charlie
1598104273958899713,yangct_,2022-11-30 23:58:44+00:00,2,lui che vorrebbe uscire li fuori da morire per divertirsi ma è intrappolato  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1598104261388181504,daymelloreal7,2022-11-30 23:58:41+00:00,1,Io li amo.😍  thepisis  oriana  gfvip ,#thepisis#oriana#gfvip,4,0.4588,
1598104261245620224,RaffyComics,2022-11-30 23:58:41+00:00,22,Sono troppo belli ✨ Donnalisi  GFVIP ,#Donnalisi#GFVIP,4,0.3182,
1598104236377935872,Suffo89,2022-11-30 23:58:35+00:00,1,Ragazz- quando tweettiamo utilizziamo sempre anche l’   gfvip così ci leggono pure loro… o almeno Giulia ci legge e si fa un’idea del sentiment prima della puntata  INCORVASSI,##gfvip#INCORVASSI,3,0.0,
1598104230232891392,bericomelius,2022-11-30 23:58:34+00:00,0,"  Esattamente e doveva  scrivergli il bigliettino, se no lo scrivi a Sarah e pure a Punzo, inutile che fate le fenomene , non è stato limpido…  gfvip  nikiters  incorvassi",#gfvip#nikiters#incorvassi,2,-0.296,Sarah
1598104206497697792,MariannaTorto11,2022-11-30 23:58:28+00:00,5,"Almeno sappiamo che Nikita è vera e non finge, è palesemente sotto mille treni e in confusione visto che lui è molto ambiguo! Vorrei desse il palo così lei torna la Nikita di prima  gfvip  nikiters",#gfvip#nikiters,3,0.0,Nikita
1598104196598812672,Gio55981465,2022-11-30 23:58:26+00:00,77,GIUDICATE VOI QUESTA FOTO 😂  gfvip  nikiters ,#gfvip#nikiters,4,0.4404,
1598104188214734848,denisevinotti,2022-11-30 23:58:24+00:00,1,Io li amo.😍  thepisis  oriana  gfvip ,#thepisis#oriana#gfvip,4,0.4588,
1598104160603635712,007Itali,2022-11-30 23:58:17+00:00,0,Giaele in quella casa la desiderano anche i muri.  gfvip  gioiellers  incorvassi,#gfvip#gioiellers#incorvassi,3,0.0,Giaele
1598104123886702592,elisa_c_c,2022-11-30 23:58:09+00:00,37,Posso dire? Così o niente. Donnalisi  GFVIP ,#Donnalisi#GFVIP,2,-0.4588,
1598104108678139906,GiudiCar,2022-11-30 23:58:05+00:00,0,io come Edo....🥹🥹🥹  cuori di panna blu....💙💙💙  donnalisi  drojette  fiorde  gfvip  ,#donnalisi#drojette#fiorde#gfvip,5,0.9274,
