Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1597017369217765376,lafintacinica,2022-11-27 23:59:46+00:00,1,"ma poi abbiamo assistito a rapporti sessuali completi in diretta, non credo qualcuno si scandalizzi per la laminazione 💀  gfvip  incorvassi",#gfvip#incorvassi,3,0.0,
1597017270064402432,3Mastri,2022-11-27 23:59:22+00:00,10,"Pensare d accusare Nikita d aver offeso fisicamente 1ragazza quando lei ha sofferto d bulimia,anoressia e lei ha detto che ANTO È STRAFIGA CHE IL VESTITO LE STA DA DIO ma che È LEI CHE SI SENTE CHE STA MANGIANDO TROPPO E CHE È LEI CHE DICE Pensa di nn stare bene gfvip  nikiters",#gfvip#nikiters,5,0.5859,Nikita
1597017228855349249,nonloso1234893,2022-11-27 23:59:13+00:00,0,Ho una curiosità popolo di twitter... voi preferite l'edizione dell'anno scorso o questa? (Io questa a mani bassissime)  gfvip  nikiters  gintonic  incorvassi  donnalisi,#gfvip#nikiters#gintonic#incorvassi#donnalisi,3,0.0,
1597017207715684352,3Mastri,2022-11-27 23:59:08+00:00,57,"Nikita, George, Micol, Edoardo.T e Onestini che si divertono e ridono insieme nel cortiletto è la cosa più bella di questa serata 🤍 gfvip  nikiters  incorvassi",#gfvip#nikiters#incorvassi,3,0.0,George;Micol
1597017198337601536,RoyalGossip2,2022-11-27 23:59:05+00:00,0,Ci becchiamo le scopate di tutti ma se qualcuno parla di sesso ritorniamo nel 1950!!!  gfvip   incorvassi,#gfvip#incorvassi,3,0.0,
1597017175411204096,shades_ofpurple,2022-11-27 23:59:00+00:00,0,non ci sono dubbi🙌🏻🤭 donnalisi  gfvip  lucasalatino ,#donnalisi#gfvip#lucasalatino,4,0.4939,
1597017171842174977,CiulyL,2022-11-27 23:58:59+00:00,1,Spinacino è incommentabile...Onestini ha fatto sciogliere George e ha portato una sana allegria in casa GFvip  lukita  nikiters ,#GFvip#lukita#nikiters,5,0.5859,George
1597017148680916994,Lisahahahahah,2022-11-27 23:58:54+00:00,0,Vabbè raga chiediamo scusa alla regia 😂 non era colpa loro ma di Tavassi  incorvassi  gfvip,#incorvassi#gfvip,4,0.4404,
1597017117140094976,Vale97B,2022-11-27 23:58:46+00:00,61,QUESTO FOTTUTISSIMO CONCETTO donnalisi  GFvip ,#donnalisi#GFvip,3,0.0,
1597017116968128513,caffellattecup,2022-11-27 23:58:46+00:00,0,Questi a parlare del Kamasutra.  sappiate che è meglio sentir parlare di sesso che i discorsi orribili e denigratori di persone incattivite.  gfvip  incorvassi,#gfvip#incorvassi,3,0.0,
