Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1599191739268358144,c624644f61254dd,2022-12-03 23:59:56+00:00,128,“Scusa Patrizia mi stai simpatica ma è l’ora… hai fatto tutto il percorso che dovevi fare”PER FAVORE ORIANA  GFvip   incorvassi  orianamarzoli ,#GFvip#incorvassi#orianamarzoli,3,0.0,Patrizia;Oriana
1599191736252710912,Hosonno33,2022-12-03 23:59:56+00:00,0,Antonella è così iconica vi giuro  gfvip  fiorde  donnalisi ,#gfvip#fiorde#donnalisi,3,0.0,Antonella
1599191724362190848,_Marthaconh,2022-12-03 23:59:53+00:00,6,Secret story 1: Onestini e Cristina che ballano sotto pioggia.  Onestini nuevamente repite la escena 🎬 🎬🎬🎬🎬🎭🤡🤡🤡  GFVip  Nikiters  ,#GFVip#Nikiters,3,0.0,
1599191708662607872,5Olix4,2022-12-03 23:59:49+00:00,3,Ma non era Giaele a dire che Oriana influenzava negativamente Antonella? Ora sono Bff? Falsi 🤢 GFVIP  donnalisi,#GFVIP#donnalisi,4,0.3094,Giaele;Oriana
1599191693932126208,_fedecav31,2022-12-03 23:59:46+00:00,11,Antonella:” SALVATE LIPSTICK”Accontentiamola! gfvip  donnalisi  fiorde  ,#gfvip#donnalisi#fiorde,3,0.0,
1599191682821500928,angelacaput0,2022-12-03 23:59:43+00:00,128,“Scusa Patrizia mi stai simpatica ma è l’ora… hai fatto tutto il percorso che dovevi fare”PER FAVORE ORIANA  GFvip   incorvassi  orianamarzoli ,#GFvip#incorvassi#orianamarzoli,3,0.0,Patrizia;Oriana
1599191677712838656,Anastas55645412,2022-12-03 23:59:42+00:00,128,“Scusa Patrizia mi stai simpatica ma è l’ora… hai fatto tutto il percorso che dovevi fare”PER FAVORE ORIANA  GFvip   incorvassi  orianamarzoli ,#GFvip#incorvassi#orianamarzoli,3,0.0,Patrizia;Oriana
1599191666866286593,Monica60811639,2022-12-03 23:59:39+00:00,20,la sua risata è vita in quella casa fatelo tornare a sorridere è ora di farlo parlare con la famiglia sorpresaxedo  donnalisi  drojette  gfvip ,#sorpresaxedo#donnalisi#drojette#gfvip,3,0.0,
1599191648822390786,TToitay,2022-12-03 23:59:35+00:00,6,"“PARLIAMO ALLE TELECAMERE, PATRIZIA È GIUNTA LA TUA ORA”oriana ti prego comportati sempre così perché quando lo fai, mi ammazzi  GFvip  incorvassi ",#GFvip#incorvassi,3,0.0,Patrizia
1599191639855337472,Varya1910,2022-12-03 23:59:33+00:00,128,“Scusa Patrizia mi stai simpatica ma è l’ora… hai fatto tutto il percorso che dovevi fare”PER FAVORE ORIANA  GFvip   incorvassi  orianamarzoli ,#GFvip#incorvassi#orianamarzoli,3,0.0,Patrizia;Oriana
1599191624437104640,xquelchevale,2022-12-03 23:59:29+00:00,32,Il numero di visualizzazioni mi fa paura ✈️  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1599191623224545281,ahinteressante,2022-12-03 23:59:29+00:00,17,“Scusa Patrizia mi stai simpatica ma è l’ora di andare” QUESTA BASTARDA VENEZUELANA CHE DICE DI MANDARE FUORI PATTY MA IO LA AMO gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,Patrizia
1599191620087209985,francym97_,2022-12-03 23:59:28+00:00,25,"Oriana e Micol che nascondono il vino""Ma loro lo fanno sempre, allora fin quando lo fanno loro nessuno deve dire niente, quando lo facciamo noi tutte che ci guardano il bicchiere"" incorvassi  Gfvip ",#incorvassi#Gfvip,2,-0.4588,Oriana;Micol
1599191568384405505,giusypote,2022-12-03 23:59:16+00:00,22,"LucaS era lì quando il branco le faceva l'Inquisizione, quando veniva attaccata continuamente. Non mi pare di aver sentito grandi barricate da parte sua per l'amica Antonella. Donnalisi  GFvip ",#Donnalisi#GFvip,3,0.0,
1599191566454648832,xquelchevale,2022-12-03 23:59:15+00:00,39,MI SONO SPAVENTATA  gfvip  nikiters  incorvassi ,#gfvip#nikiters#incorvassi,3,0.0,
1599191545760346112,BarbaraColosimo,2022-12-03 23:59:10+00:00,22,"Edo: non posso giocare adesso, sto con la mia donnola 🔥  incorvassi  GFvip ",#incorvassi#GFvip,1,-0.5574,
1599191541431402496,cosimoaiutacitu,2022-12-03 23:59:09+00:00,128,“Scusa Patrizia mi stai simpatica ma è l’ora… hai fatto tutto il percorso che dovevi fare”PER FAVORE ORIANA  GFvip   incorvassi  orianamarzoli ,#GFvip#incorvassi#orianamarzoli,3,0.0,Patrizia;Oriana
1599191526076125186,lazia1989,2022-12-03 23:59:06+00:00,4,Loro che vogliono festeggiare il meseversario d’amicizia per bere da sole 😝  incorvassi  gioiellers  GFvip ,#incorvassi#gioiellers#GFvip,3,0.0,
1599191504207372288,vanerusso01,2022-12-03 23:59:00+00:00,2," donnalisi  gfvipLuca ""Amici Amici e poi ...""Antonella ""se mi dici cosi resto male perche io ci stavo per te"" 💔 ",#donnalisi#gfvipLuca,4,0.2732,Antonella
1599191503519088640,SFra87,2022-12-03 23:59:00+00:00,5,È chiaro che stiamo tornando al “tutti contro Antonella” è la più forte dopo Nikita e siccome N non può andare in nomination xk ad oggi nonostante preferita la sbatterebbero fuori allora… sbattono fuori Anto…xk? OSCURA TUTTO E TUTTI  TRANNE EDO 😂bella mossa  gfvip 😂 donnalisi,#gfvip#donnalisi,4,0.25,Nikita
1599191485198450689,TToitay,2022-12-03 23:58:56+00:00,4,Oriana che “scusa Patrizia ti vogliamo bene ma è l’ora” per dire di votare Micol e Luciano. Ho sputato un polmoneeeee ⚰️⚰️⚰️  gfvip  incorvassi,#gfvip#incorvassi,2,-0.4588,Oriana;Patrizia;Micol;Luciano
1599191483361337345,francym97_,2022-12-03 23:58:55+00:00,40," donnalisi  gfvip “Quando sto bene con te, potrei stare qui pure 10 anni” Olio su tela ",#donnalisi#gfvip,3,0.0,
1599191438532612096,xquelchevale,2022-12-03 23:58:45+00:00,39,"Alberto: -“Antonino non è potente, lo fanno sentire potente”IL CAZZO DI ALBERTO DE PISIS SPILLANDO LA VERITÀ 🏹 gfvip  nikiters  thepisis  incorvassi ",#gfvip#nikiters#thepisis#incorvassi,3,0.0,
1599191429267324928,tizyreal,2022-12-03 23:58:42+00:00,5,Lui è riuscito nel suo intento li tiene in pugno e questo gruppo sinceramente a me fa proprio schifo 🤮 tanto che si è avvicinato di nuovo a Oriella per avere anche il suo appoggio gfvip  donnalisi ,#gfvip#donnalisi,3,0.0,
1599191400246960128,gieffevippe,2022-12-03 23:58:36+00:00,1,SPAGNAAAAAA il richiamo è stato fattooo VAMOSSS POR SALVAR MICOLL  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,Micol
1599191398867427329,tildina03,2022-12-03 23:58:35+00:00,6,"“PARLIAMO ALLE TELECAMERE, PATRIZIA È GIUNTA LA TUA ORA”oriana ti prego comportati sempre così perché quando lo fai, mi ammazzi  GFvip  incorvassi ",#GFvip#incorvassi,3,0.0,Patrizia
1599191384862633985,Elena18109370,2022-12-03 23:58:32+00:00,7,"Prendetene cura, come se tenessi il mondo tra le tue mani,in un modo che lei fino ad oggi ha solo potuto immaginare!❤️❤️❤️  Nikita  nikiters  GFVip ",#Nikita#nikiters#GFVip,4,0.4003,Nikita
1599191376620490752,vanerusso01,2022-12-03 23:58:30+00:00,5,Questa scenata ad Antonella che ha semplicemente chiesto la versione di Charlie su un fatto accaduto in un momento in cui lei non era presenteÈ   R I D I C O L A Donnalisi  GFVIP,#Donnalisi#GFVIP,5,0.7297,Antonella;Charlie
1599191340734038016,ilary_fairy,2022-12-03 23:58:21+00:00,1,"Mai visto una coppia così divertente al GFVip Sono comici,ironici, complici, dolci ❤️  incorvassi  GFvip ",#incorvassi#GFvip,3,0.0,
1599191334132195329,_LadyDa,2022-12-03 23:58:20+00:00,11,Antonella:” SALVATE LIPSTICK”Accontentiamola! gfvip  donnalisi  fiorde  ,#gfvip#donnalisi#fiorde,3,0.0,
1599191303572422661,Lisahahahahah,2022-12-03 23:58:12+00:00,0,SCUSA PATRIZIA MA È ORA DI ANDARE  gfvip  incorvassi  Oriana ,#gfvip#incorvassi#Oriana,3,0.0,Patrizia;Oriana
1599191292407205890,labiondah_,2022-12-03 23:58:10+00:00,18,"""Tu portami dove sto a galla che qui mi manca l'aria""♥️ Donnalisi  GFVIP ",#Donnalisi#GFVIP,5,0.6369,
1599191238661398530,Suffo89,2022-12-03 23:57:57+00:00,1,O “scusa Patrizia ma è ora di andare” 🤣  incorvassi  gfvip,#incorvassi#gfvip,4,0.4939,Patrizia
1599191237222768640,gieffevippe,2022-12-03 23:57:57+00:00,4,Oriana che “scusa Patrizia ti vogliamo bene ma è l’ora” per dire di votare Micol e Luciano. Ho sputato un polmoneeeee ⚰️⚰️⚰️  gfvip  incorvassi,#gfvip#incorvassi,2,-0.4588,Oriana;Patrizia;Micol;Luciano
1599191228469215232,_gretaxhx_,2022-12-03 23:57:55+00:00,0,spagnoli lo ha detto pure oriana votate luciano  oriana  gfvip,#oriana#gfvip,4,0.34,
1599191222664368128,MariaTo76355246,2022-12-03 23:57:53+00:00,6,Secret story 1: Onestini e Cristina che ballano sotto pioggia.  Onestini nuevamente repite la escena 🎬 🎬🎬🎬🎬🎭🤡🤡🤡  GFVip  Nikiters  ,#GFVip#Nikiters,3,0.0,
1599191209443938314,TToitay,2022-12-03 23:57:50+00:00,4,Che carina Oriana  che vuole fare i regali di Natale  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,Oriana
1599191175319105536,EmanLeon5,2022-12-03 23:57:42+00:00,5,"*Nikita e molto gelosa, guarda male alle donne*Gli uomini quando vede a Onestini con la sua ragazza: gfvip  nikiters ",#gfvip#nikiters,3,0.0,
1599191145044594690,labiondah_,2022-12-03 23:57:35+00:00,23,*Quanto sei bella Roma*Edo: Quanto sei bella Nella😭♥️ Donnalisi  GFVIP ,#Donnalisi#GFVIP,4,0.2732,
1599191098546868225,VALE70942077,2022-12-03 23:57:24+00:00,3,"Nikita 1domanda nn va bene - 12 domanda ""arrivi tardi al provino - 2""Nikita: ma Come meno 2One: sfortunata in gioco fortunata in amore gfvip  nikiters",#gfvip#nikiters,3,0.0,
1599191096373891072,lorisz841,2022-12-03 23:57:23+00:00,5,"*Nikita e molto gelosa, guarda male alle donne*Gli uomini quando vede a Onestini con la sua ragazza: gfvip  nikiters ",#gfvip#nikiters,3,0.0,
1599191096361250817,TToitay,2022-12-03 23:57:23+00:00,2,Oriana che chiede a Tavassi di insegnarle blu celeste è molto mini 🤏 gfvip  incorvassi,#gfvip#incorvassi,3,0.0,Oriana
1599191036323979266,Suffo89,2022-12-03 23:57:09+00:00,4,Che carina Oriana  che vuole fare i regali di Natale  incorvassi  gfvip,#incorvassi#gfvip,3,0.0,Oriana
1599191017059536898,LaGio_91,2022-12-03 23:57:04+00:00,0, Antonella che dice ad  Edoardo di moderare il linguaggio con tutte ste parolacce che non le piace tutta sta volgarità. Detto da una vestita da zoccola che ha fatto la burina fino a mezz'ora fa direi che ci sta tutto. La coerenza prima di tutto. GFVIP  gfvip7,#Antonella#Edoardo#GFVIP#gfvip7,4,0.34,Antonella
1599190997434388480,vraietang,2022-12-03 23:56:59+00:00,12,Edo: hei guarda si sono baciati… il grande fratello eschimese 🔥🔥❤️🔥🔥  incorvassi  GFvip ,#incorvassi#GFvip,1,-0.8225,
1599190972931284992,LucySpiller00,2022-12-03 23:56:54+00:00,1,ORIANAAA!!😂😂😂😂la stò adorando sta ragazza! gfvip  incorvassi,#gfvip#incorvassi,5,0.826,
