Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1601728466969559040,lunaland_4,2022-12-10 23:59:59+00:00,60,"""Noi siamo fieri di te, perché sei diventato un uomo.""La scoperta più bella di questo grande fratello.Grazie mamma Chicca, siete una famiglia meravigliosa.💝 donnalisi  GFVIP ",#donnalisi#GFVIP,5,0.6369,
1601728464847273984,assolutamentila,2022-12-10 23:59:59+00:00,22,"""Se dovessimo fare il calcolo di tutte le parole inappropriate che dice la sua ragazza sarebbe un elenco infinito""DARLING HA SCELTO PROPRIO DI DEMOLIRLI incorvassi  Gfvip ",#incorvassi#Gfvip,4,0.4824,
1601728462729138177,NegraSamy,2022-12-10 23:59:58+00:00,3,Daniele: se dovessimo fare un calcolo delle parole inappropriate della sua ragazza(Antonella) sarebbe un elenco infinito.E parte l'applausoE edoardo muto gfvip  GrandeFratelloVip  GFVIPParty  donnalisi  incorvassi  GFVipOriana  nikiters,#gfvip#GrandeFratelloVip#GFVIPParty#donnalisi#incorvassi#GFVipOriana#nikiters,3,0.0,Oriana
1601728462074806272,FalcioneRosa,2022-12-10 23:59:58+00:00,20,"La signora Chicca che dice "" non litigate più""Voce di tutto il fandom ❤  donnalisi  gfvip",#donnalisi#gfvip,5,0.6369,
1601728461051031552,edo_fanpage,2022-12-10 23:59:58+00:00,2,Le battute di Alfonso fanno ridere solo lui  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1601728456840327168,InsigaLucy,2022-12-10 23:59:57+00:00,4,"Da questa puntata in poi, DANI IL MIO PREFERITO IN ASSOLUTO. Lo proteggerò ad ogni costo  gfvip  grandefratellovip  denzzzers  incorvassi",#gfvip#grandefratellovip#denzzzers#incorvassi,3,0.0,
1601728449382854656,manuela_toraldo,2022-12-10 23:59:55+00:00,2,"Un vero uomo perbene, colto, intelligente, sensibile. Ha una famiglia bellissima alle spalle e per questo è educato. Si espone sempre con i modi giusti. Per me è l'unico che merita la vittoria. PUNTO E BASTA.  donnalisi  GFvip  drojette  edoardodonnamaria ",#donnalisi#GFvip#drojette#edoardodonnamaria,4,0.34,
1601728447172136960,Emanuel07281346,2022-12-10 23:59:55+00:00,0,Falso ! Ma ti aspettiamo al varco Daniele falsone !  gfvip  donnalisi ,#gfvip#donnalisi,3,0.0,
1601728445503111169,del_rosalynn,2022-12-10 23:59:54+00:00,19,George che fa i complimenti a Nikita 🫶  gfvip  nikiters ,#gfvip#nikiters,3,0.0,George;Nikita
1601728440692244481,giad90,2022-12-10 23:59:53+00:00,1,ODDIO DANIELE IL GRANDE FRATELLO SEI TUUUUU  gfvip  incorvassi,#gfvip#incorvassi,3,0.0,Daniele
1601728440008290305,natur1581963,2022-12-10 23:59:53+00:00,26,Tutto il fandom  donnalisi  drojette dopo 81 giorni vedendo questo momento 🥹😭❤️  gfvip ,#donnalisi#drojette#gfvip,2,-0.4767,
1601728428733931520,axiaq_donna,2022-12-10 23:59:50+00:00,3,Nessuno mi toglie dalla testa che Attilio è amico del padre politico di Daniele donnalisi  GFVIP  iostoconantonella,#donnalisi#GFVIP#iostoconantonella,3,0.0,Attilio;Daniele
1601728423051014144,Jessica4stanca,2022-12-10 23:59:49+00:00,0,Madonna Georgeeeee grandeeeee grandeeeee su Tavassi si devono svegliare un bel po’ di persone  gfvip  DONNALISI,#gfvip#DONNALISI,3,0.0,George
1601728418764443648,cherishx0,2022-12-10 23:59:48+00:00,22,"""Se dovessimo fare il calcolo di tutte le parole inappropriate che dice la sua ragazza sarebbe un elenco infinito""DARLING HA SCELTO PROPRIO DI DEMOLIRLI incorvassi  Gfvip ",#incorvassi#Gfvip,4,0.4824,
1601728418084974592,serenachiara,2022-12-10 23:59:48+00:00,18,“l’ha già presa perchè l’anta alla fine non era per micol ma per lei” DARLING TI AMO  incorvassi  gfvip,#incorvassi#gfvip,5,0.7456,
1601728417019617280,daiacm,2022-12-10 23:59:47+00:00,76,DANIELE: “ad antonella volevo invece dire che per il momento dovrà trovarsi delle altre ante” STO MALE IL MIO BASTARDO VENETO CHE LA TOCCA PIANO gfvip  incorvassi ,#gfvip#incorvassi,2,-0.4588,
1601728415840624640,del_rosalynn,2022-12-10 23:59:47+00:00,31,“Hai fatto un appello al pubblico per eliminare  Daniele ma a quanto pare il pubblico non ti ha ascoltato “ ALFONSO HA DETTO START WORK 🔥🔥🔥  gfvip  incorvassi,#gfvip#incorvassi,3,-0.1697,Daniele
1601728415664852992,ER3NISM,2022-12-10 23:59:47+00:00,1,daniele è ossessionato con antonella CHE PAURA  donnalisi  gfvip,#donnalisi#gfvip,3,0.0,
1601728412586250240,LaFra84699929,2022-12-10 23:59:46+00:00,5,FERMATE DANIELE NON POSSO AMARLO PIÙ DI COSÌ  gfvip  incorvassi ,#gfvip#incorvassi,3,0.0,
1601728412531531776,AnnaRit55046506,2022-12-10 23:59:46+00:00,0,Tavassi scherzando scherzando si dicono le verità!  gfvip  donnalisi,#gfvip#donnalisi,3,0.0,
1601728410547499008,gre1610,2022-12-10 23:59:46+00:00,0,Daniele non rompere sempre il cazzo perchè stai sempre zitto e ora parli ??! MA DAII  ThePisis  gfvip  pattylipstick  nikiters  albertodepisis  donnalisi  gintonic,#ThePisis#gfvip#pattylipstick#nikiters#albertodepisis#donnalisi#gintonic,3,0.0,Daniele
