Id,Screen_name,Created_at,Retweet,Text,Hashtags,Sentiment,Compound,Ents
1604265180841402368,MacaioneDesy,2022-12-17 23:59:59+00:00,83,"Che tenero Daniele che si commuove appena sente di essere lui il preferito, Darling noi ti portiamo dritto in finale 🔥 gfvip  incorvassi ",#gfvip#incorvassi,4,0.34,Daniele
1604265169009496067,laFletcher74,2022-12-17 23:59:56+00:00,1,Che delusione Sonia  Schifogfvip  FUORIANTONELLA  Cambiateconduttore  GFvip  incovassi  nikitets  denzzers  gioiellers  Gintonic  DisOnestini   danieledalmoro  edoberto  orianistas  Oriana ,#Schifogfvip#FUORIANTONELLA#Cambiateconduttore#GFvip#incovassi#nikitets#denzzers#gioiellers#Gintonic#DisOnestini#danieledalmoro#edoberto#orianistas#Oriana,3,0.0,Oriana
1604265156158328832,Gina35415084,2022-12-17 23:59:53+00:00,5,"Grazie Sonia 🙏E hai rivelato le sporche manovre delle tre alleate...,  gfvip  donnalisi",#gfvip#donnalisi,3,0.0,
1604265151607226368,aliaj_fabiola,2022-12-17 23:59:52+00:00,0,"sonia che nomina antonella tra i preferiti, che circo  gfvip  incorvassi ",#gfvip#incorvassi,3,0.0,
1604265150789607424,lorisz841,2022-12-17 23:59:52+00:00,1,Dai che onestini finalmente puo nominare antonino  😍😍😍  GFVIP  nikiters,#GFVIP#nikiters,5,0.8402,
1604265149082337280,Manuela88065916,2022-12-17 23:59:52+00:00,41,"Alfonso: -“Oriana tu perché pensi che lei ti abbia imitata?”Oriana: -“Amore non vedevi l'ora, eri molto emozionata si vedeva e non ti lamentare quando faccio la stessa cosa che hai fatto te per prima”LA CAZZO DI ORIANA MARZOLI 🔥 gfvip  incorvassi  gioiellers ",#gfvip#incorvassi#gioiellers,2,-0.34,Oriana
1604265144955142148,Buonalacqua,2022-12-17 23:59:51+00:00,24,“Non ti ho mai visto guardare una ragazza come guardi Micol”😭😭😭 gfvip  incorvassi ,#gfvip#incorvassi,1,-0.8519,Micol
1604265143986159616,Mariana56072829,2022-12-17 23:59:50+00:00,144,"Oriana a Ginevra: -“Comunque pensaci un po' prima di provarci con questo, se tratta così a una donna ti può anche trattare così in futuro a te”ORIANAAAAAAAA 🔥 gfvip  incorvassi  gioiellers ",#gfvip#incorvassi#gioiellers,2,-0.34,Oriana
1604265130698604545,epiphaniae,2022-12-17 23:59:47+00:00,3,"Spinalbese (fuoricampo) rivolto a Daniele:- ""Io non ho capito ancora cosa ho sbagliato con Oriana.""Poi, quella superficiale e corta di comprendonio sarebbe ORIANA.Capite perché difendo - non tifo - lei da simili bellimbusti? 🤨 GFVip",#ORIANA.Capite#GFVip,3,0.0,Daniele;Oriana
1604265126089183232,giulia20028,2022-12-17 23:59:46+00:00,0,NON DANIELE VE PREGO  gfvip  gioiellers  denzzers  incorvassi  nikiters  miele  gintonic,#gfvip#gioiellers#denzzers#incorvassi#nikiters#miele#gintonic,3,0.0,Daniele
